course,semester,section,subject,day,start_time,end_time,room_number
B.Tech CSE,V,ML3,Database Management Systems,Wednesday,12:55 PM,01:50 PM,123 (CR)
B.Tech CSE,V,ML3,Database Management Systems Lab,Wednesday,02:10 PM,04:00 PM,121 (LAB)
B.Tech CSE,V,ML3,Natural Language Processing and Computer Vision,Wednesday,04:00 PM,04:55 PM,115 (CR)
B.Tech CSE,V,ML3,Career Excellence Classes,Wednesday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,ML3,Computer Networks Lab,Thursday,08:00 AM,09:50 AM,102-A (LAB)
B.Tech CSE,V,ML3,Natural Language Processing and Computer Vision Lab,Thursday,10:10 AM,12:00 PM,121 (LAB)
B.Tech CSE,V,ML3,Operating Systems,Thursday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,ML3,Natural Language Processing and Computer Vision,Thursday,02:10 PM,03:05 PM,116 (CR)
B.Tech CSE,V,ML3,Computer Networks,Friday,12:00 PM,12:55 PM,017 (CR)
B.Tech CSE,V,ML3,Natural Language Processing and Computer Vision Lab,Friday,02:10 PM,04:00 PM,102-A (LAB)
B.Tech CSE,V,ML3,Operating Systems,Friday,04:00 PM,04:55 PM,117 (CR)
B.Tech CSE,V,ML3,Career Excellence Classes,Friday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,DS1,Computer Networks,Monday,08:00 AM,08:55 AM,113 (CR)
B.Tech CSE,V,DS1,System Design,Monday,08:55 AM,09:50 AM,106 (LT)
B.Tech CSE,V,DS1,Database Management Systems,Monday,10:10 AM,11:05 AM,224 (LT)
B.Tech CSE,V,DS1,Operating Systems,Monday,11:05 AM,12:00 PM,206 (LT)
B.Tech CSE,V,DS1,Database Management Systems Lab,Tuesday,08:00 AM,09:50 AM,209 (LAB)
B.Tech CSE,V,DS1,Operating Systems Lab,Tuesday,10:10 AM,12:00 PM,209 (LAB)
B.Tech CSE,V,DS1,System Design,Tuesday,12:00 PM,12:55 PM,124 (LT)
B.Tech CSE,V,DS1,Exploratory Data Analysis,Tuesday,02:10 PM,03:05 PM,123 (CR)
B.Tech CSE,V,DS1,Database Management Systems,Tuesday,03:05 PM,04:00 PM,124 (LT)
B.Tech CSE,V,DS1,Data Science Lab- I,Wednesday,10:10 AM,12:00 PM,302-B (LAB)
B.Tech CSE,V,DS1,Database Management Systems Lab,Wednesday,12:00 PM,01:50 PM,209 (LAB)
B.Tech CSE,V,DS1,Computer Networks,Wednesday,02:10 PM,03:05 PM,017 (CR)
B.Tech CSE,V,DS1,Exploratory Data Analysis,Wednesday,04:00 PM,04:55 PM,114 (CR)
B.Tech CSE,V,DS1,Career Excellence Classes,Wednesday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,DS1,Career Skill- III,Thursday,08:00 AM,08:55 AM,114 (CR)
B.Tech CSE,V,DS1,Career Skill- III,Thursday,08:55 AM,09:50 AM,115 (CR)
B.Tech CSE,V,DS1,Data Science Lab- I,Thursday,10:10 AM,12:00 PM,002-B (LAB)
B.Tech CSE,V,DS1,Database Management Systems,Thursday,12:00 PM,12:55 PM,117 (CR)
B.Tech CSE,V,DS1,Operating Systems,Thursday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,DS1,System Design,Thursday,03:05 PM,04:00 PM,106 (LT)
B.Tech CSE,V,DS1,Computer Networks Lab,Friday,12:00 PM,01:50 PM,102-B (LAB)
B.Tech CSE,V,DS1,Computer Networks,Friday,02:10 PM,03:05 PM,123 (CR)
B.Tech CSE,V,DS1,Exploratory Data Analysis,Friday,03:05 PM,04:00 PM,115 (CR)
B.Tech CSE,V,DS1,Operating Systems,Friday,04:00 PM,04:55 PM,117 (CR)
B.Tech CSE,V,DS1,Career Excellence Classes,Friday,04:55 PM,05:50 PM,529 (Audi)
B.Tech,I,A1,Physics Lab,Monday,04:00 PM,05:50 PM,CR-406
B.Tech,I,A1,Fundamental of Computers & Introduction to Programming,Monday,12:55 PM,01:50 PM,CR-406
B.Tech,I,A1,Basic Electrical Engineering Lab,Monday,04:00 PM,05:50 PM,CR-406
B.Tech,I,A1,Physics Lab,Tuesday,04:00 PM,05:50 PM,CR-406
B.Tech,I,A1,Engineering Physics,Tuesday,03:05 PM,04:00 PM,CR-406
B.Tech,I,A1,Engineering Physics,Wednesday,03:05 PM,04:00 PM,CR-406
B.Tech,I,A1,Computer Lab-I,Wednesday,04:00 PM,05:50 PM,LAB2
B.Tech,I,A1,Engineering Mathematics-I,Wednesday,12:00 PM,12:55 PM,CR-406
B.Tech,I,A1,Fundamental of Computers & Introduction to Programming,Wednesday,12:55 PM,01:50 PM,CR-406
B.Tech,I,A1,Engineering Mathematics-I,Thursday,12:00 PM,12:55 PM,CR-406
B.Tech,I,A1,Basic Electrical Engineering,Friday,12:00 PM,12:55 PM,CR-406
B.Tech,I,A1,Design Thinking Lab,Saturday,02:10 PM,04:00 PM,CR-422
B.Tech,I,A1,Engineering Mathematics-I,Saturday,04:00 PM,04:55 PM,CR-422
B.Tech,I,A1,Engineering Mathematics-I,Saturday,04:55 PM,05:50 PM,CR-422
B.Tech,I,A1,Engineering Physics,Saturday,12:55 PM,01:50 PM,CR-406
B.Tech,I,B1,Design Thinking Lab,Monday,10:10 AM,12:00 PM,CR-412
B.Tech,I,B1,Design Thinking Lab,Monday,12:00 PM,01:50 PM,CR-412
B.Tech,I,B1,Engineering Physics,Monday,08:55 AM,09:50 AM,CR-422
B.Tech,I,B1,Physics Lab,Tuesday,08:55 AM,11:05 AM,CR-422
B.Tech,I,B1,Engineering Physics,Tuesday,11:05 AM,12:00 PM,CR-422
B.Tech,I,B1,Engineering Mathematics-I,Tuesday,12:00 PM,12:55 PM,CR-422
B.Tech,I,B1,Engineering Mathematics-I,Wednesday,08:55 AM,09:50 AM,CR-412
B.Tech,I,B1,Engineering Physics,Wednesday,12:00 PM,12:55 PM,CR-422
B.Tech,I,B1,Professional Communication,Thursday,08:55 AM,09:50 AM,CR-422
B.Tech,I,B1,Computer Lab-I,Friday,08:00 AM,09:50 AM,LAB
B.Tech,I,B1,Computer Lab-I,Saturday,08:00 AM,09:50 AM,LAB
B.Tech,I,AI-1,Basic Electrical Engineering Lab,Monday,11:05 AM,12:55 PM,CR-406
B.Tech,I,AI-1,Fundamental of Computers & Introduction to Programming,Tuesday,08:55 AM,09:50 AM,CR-406
B.Tech,I,AI-1,Fundamental of Computers & Introduction to Programming,Tuesday,10:10 AM,11:05 AM,CR-406
B.Tech,I,AI-1,Computer Lab-I,Thursday,11:05 AM,12:55 PM,LAB 2
B.Tech,I,AI-1,Basic Electrical Engineering Lab,Friday,08:55 AM,11:05 AM,CR-406
B.Tech,I,AI-1,Basic Electrical Engineering Lab,Friday,08:00 AM,09:50 AM,CR-406
B.Tech,I,AI-1,Fundamental of Computers & Introduction to Programming,Saturday,02:10 PM,03:05 PM,CR-416
B.Tech,I,AI-1,Fundamental of Computers & Introduction to Programming,Saturday,08:55 AM,09:50 AM,CR-406
B.Tech,I,AI-2,Fundamental of Computers & Introduction to Programming,Monday,08:55 AM,09:50 AM,CR-317
B.Tech,I,AI-2,Engineering Mathematics-I,Monday,10:10 AM,11:05 AM,CR-317
B.Tech,I,AI-2,Fundamental of Computers & Introduction to Programming,Tuesday,10:10 AM,11:05 AM,CR-317
B.Tech,I,AI-2,Engineering Mathematics-I,Tuesday,11:05 AM,12:00 PM,CR-317
B.Tech,I,AI-2,Basic Electrical Engineering Lab,Tuesday,12:00 PM,01:50 PM,CR-317
B.Tech,I,AI-2,Basic Electrical Engineering Lab,Wednesday,08:00 AM,09:50 AM,CR-317
B.Tech,I,AI-2,Engineering Mathematics-I,Wednesday,11:05 AM,12:00 PM,CR-317
B.Tech,I,AI-2,Fundamental of Computers & Introduction to Programming,Thursday,08:55 AM,09:50 AM,CR-317
B.Tech,I,AI-2,Computer Lab-I,Thursday,12:00 PM,01:50 PM,CR-317
B.Tech,I,AI-2,Engineering Mathematics-I,Thursday,11:05 AM,12:00 PM,CR-317
B.Tech,I,AI-2,Fundamental of Computers & Introduction to Programming,Friday,08:55 AM,09:50 AM,CR-317
B.Tech,I,AI-2,Basic Electrical Engineering,Friday,10:10 AM,11:05 AM,CR-317
B.Tech,I,AI-2,Fundamental of Computers & Introduction to Programming,Friday,11:05 AM,12:00 PM,CR-317
B.Tech,I,AI-2,Basic Electrical Engineering Lab,Friday,12:00 PM,01:50 PM,CR-317
B.Tech,I,AI-2,Basic Electrical Engineering,Saturday,10:10 AM,11:05 AM,CR-317
B.Tech,I,AI-2,Basic Electrical Engineering Lab,Saturday,02:10 PM,04:00 PM,CR-317
B.Tech,I,AI-3,Engineering Mathematics-I,Monday,11:05 AM,12:00 PM,CR-416
B.Tech,I,AI-3,Fundamental of Computers & Introduction to Programming,Monday,12:00 PM,12:55 PM,CR-422
B.Tech,I,AI-3,Engineering Mathematics-I,Monday,02:10 PM,03:05 PM,CR-412
B.Tech,I,AI-3,Computer Lab-I,Monday,03:05 PM,04:55 PM,LAB
B.Tech,I,AI-3,Engineering Mathematics-I,Tuesday,02:10 PM,03:05 PM,CR-412
B.Tech,I,AI-3,Basic Electrical Engineering,Wednesday,12:00 PM,12:55 PM,CR-317
B.Tech,I,AI-3,Basic Electrical Engineering,Wednesday,12:55 PM,01:50 PM,CR-317
B.Tech,I,AI-3,Fundamental of Computers & Introduction to Programming,Wednesday,02:10 PM,03:05 PM,CR-313
B.Tech,I,AI-3,Basic Electrical Engineering Lab,Thursday,11:05 AM,12:55 PM,CR-317
B.Tech,I,AI-3,Engineering Mathematics-I,Thursday,03:05 PM,04:00 PM,CR-317
B.Tech,I,AI-3,Engineering Mathematics-I,Thursday,04:00 PM,04:55 PM,CR-317
B.Tech,I,AI-3,Fundamental of Computers & Introduction to Programming,Friday,08:00 AM,08:55 AM,CR-313
B.Tech,I,AI-3,Basic Electrical Engineering Lab,Friday,08:55 AM,11:05 AM,CR-317
B.Tech,I,AI-3,Fundamental of Computers & Introduction to Programming,Saturday,11:05 AM,12:00 PM,CR-416
B.Tech,I,AI-4,Basic Electrical Engineering Lab,Monday,08:55 AM,11:05 AM,CR-313
B.Tech,I,AI-4,Computer Lab-I,Tuesday,11:05 AM,12:55 PM,LAB
B.Tech,I,AI-4,Fundamental of Computers & Introduction to Programming,Tuesday,10:10 AM,11:05 AM,CR-313
B.Tech,I,AI-4,Basic Electrical Engineering,Wednesday,03:05 PM,04:00 PM,CR-313
B.Tech,I,AI-4,Fundamental of Computers & Introduction to Programming,Wednesday,11:05 AM,12:00 PM,CR-313
B.Tech,I,AI-4,Basic Electrical Engineering Lab,Thursday,08:55 AM,11:05 AM,CR-313
B.Tech,I,AI-4,Fundamental of Computers & Introduction to Programming,Thursday,11:05 AM,12:00 PM,CR-313
B.Tech,I,AI-4,Computer Lab-I,Friday,11:05 AM,12:55 PM,LAB
B.Tech,I,AI-4,Fundamental of Computers & Introduction to Programming,Friday,12:55 PM,01:50 PM,CR-313
B.Tech,I,AI-4,Basic Electrical Engineering,Saturday,10:10 AM,11:05 AM,CR-313
B.Tech,I,AI-5,Fundamental of Computers & Introduction to Programming,Monday,12:55 PM,01:50 PM,CR-313
B.Tech,I,AI-5,Fundamental of Computers & Introduction to Programming,Tuesday,12:55 PM,01:50 PM,CR-313
B.Tech,I,AI-5,Computer Lab-I,Wednesday,02:10 PM,04:00 PM,LAB 2
B.Tech,I,AI-5,Fundamental of Computers & Introduction to Programming,Wednesday,12:55 PM,01:50 PM,CR-313
B.Tech,I,AI-5,Basic Electrical Engineering Lab,Thursday,04:00 PM,05:50 PM,CR-313
B.Tech,I,AI-5,Fundamental of Computers & Introduction to Programming,Thursday,02:10 PM,03:05 PM,CR-313
B.Tech,I,AI-5,Basic Electrical Engineering Lab,Friday,04:00 PM,05:50 PM,CR-313
B.Tech,I,AI-5,Fundamental of Computers & Introduction to Programming,Saturday,03:05 PM,04:00 PM,CR-313
B.Tech,I,AI-6,Computer Lab-I,Monday,11:05 AM,12:55 PM,LAB 5
B.Tech,I,AI-6,Basic Electrical Engineering,Monday,12:55 PM,01:50 PM,CR-416
B.Tech,I,AI-6,Fundamental of Computers & Introduction to Programming,Monday,10:10 AM,11:05 AM,CR-416
B.Tech,I,AI-6,Basic Electrical Engineering Lab,Tuesday,08:55 AM,11:05 AM,CR-416
B.Tech,I,AI-6,Fundamental of Computers & Introduction to Programming,Tuesday,11:05 AM,12:00 PM,CR-416
B.Tech,I,AI-6,Fundamental of Computers & Introduction to Programming,Tuesday,12:55 PM,01:50 PM,CR-416
B.Tech,I,AI-6,Basic Electrical Engineering Lab,Tuesday,08:00 AM,09:50 AM,CR-416
B.Tech,I,AI-6,Fundamental of Computers & Introduction to Programming,Wednesday,12:00 PM,12:55 PM,CR-416
B.Tech,I,AI-6,Fundamental of Computers & Introduction to Programming,Thursday,12:55 PM,01:50 PM,CR-416
B.Tech,I,AI-6,Computer Lab-I,Friday,08:55 AM,11:05 AM,LAB 5
B.Tech,I,AI-6,Basic Electrical Engineering Lab,Saturday,08:00 AM,09:50 AM,CR-416
B.Tech,I,AI-6,Basic Electrical Engineering,Saturday,12:55 PM,01:50 PM,CR-416
B.Tech,I,AI-6,Basic Electrical Engineering Lab,Saturday,08:55 AM,11:05 AM,CR-416
B.Tech,I,AI-7,Basic Electrical Engineering,Tuesday,11:05 AM,12:00 PM,CR-412
B.Tech,I,AI-7,Fundamental of Computers & Introduction to Programming,Tuesday,08:55 AM,09:50 AM,CR-412
B.Tech,I,AI-7,Fundamental of Computers & Introduction to Programming,Tuesday,02:10 PM,03:05 PM,CR-412
B.Tech,I,AI-7,Basic Electrical Engineering,Wednesday,04:00 PM,04:55 PM,CR-412
B.Tech,I,AI-7,Basic Electrical Engineering Lab,Wednesday,02:10 PM,04:00 PM,CR-412
B.Tech,I,AI-7,Basic Electrical Engineering Lab,Thursday,02:10 PM,04:00 PM,CR-412
B.Tech,I,AI-7,Basic Electrical Engineering Lab,Friday,02:10 PM,04:00 PM,CR-412
B.Tech,I,AI-7,Fundamental of Computers & Introduction to Programming,Friday,04:00 PM,04:55 PM,CR-412
B.Tech,I,AI-7,Fundamental of Computers & Introduction to Programming,Saturday,08:00 AM,08:55 AM,CR-412
B.Tech,I,AI-7,Fundamental of Computers & Introduction to Programming,Saturday,08:55 AM,09:50 AM,CR-412
B.Tech,I,AI-8,Basic Electrical Engineering,Monday,12:55 PM,01:50 PM,CR-406
B.Tech,I,AI-8,Fundamental of Computers & Introduction to Programming,Monday,02:10 PM,03:05 PM,CR-406
B.Tech,I,AI-8,Basic Electrical Engineering Lab,Tuesday,02:10 PM,04:00 PM,CR-406
B.Tech,I,AI-8,Fundamental of Computers & Introduction to Programming,Tuesday,04:00 PM,04:55 PM,CR-406
B.Tech,I,AI-8,Basic Electrical Engineering Lab,Wednesday,04:00 PM,05:50 PM,CR-406
B.Tech,I,AI-8,Basic Electrical Engineering,Thursday,12:00 PM,12:55 PM,CR-406
B.Tech,I,AI-8,Fundamental of Computers & Introduction to Programming,Thursday,02:10 PM,03:05 PM,CR-406
B.Tech,I,AI-8,Fundamental of Computers & Introduction to Programming,Friday,03:05 PM,04:00 PM,CR-406
B.Tech,I,AI-9,Basic Electrical Engineering,Tuesday,11:05 AM,12:00 PM,CR-416
B.Tech,I,AI-9,Basic Electrical Engineering Lab,Wednesday,12:00 PM,01:50 PM,CR-416
B.Tech,I,AI-9,Basic Electrical Engineering,Thursday,02:10 PM,03:05 PM,CR-416
B.Tech,I,AI-9,Fundamental of Computers & Introduction to Programming,Thursday,03:05 PM,04:00 PM,CR-416
B.Tech,I,AI-9,Fundamental of Computers & Introduction to Programming,Friday,04:00 PM,04:55 PM,CR-416
B.Tech,I,AI-9,Fundamental of Computers & Introduction to Programming,Saturday,08:55 AM,09:50 AM,CR-416
B.Tech,I,AI-9,Basic Electrical Engineering Lab,Saturday,12:00 PM,01:50 PM,CR-416
B.Tech,I,AI-9,Computer Lab-I,Saturday,02:10 PM,04:00 PM,LAB 5
B.Tech,I,AI-10,Basic Electrical Engineering,Monday,12:00 PM,12:55 PM,CR-406
B.Tech,I,AI-10,Fundamental of Computers & Introduction to Programming,Monday,10:10 AM,11:05 AM,CR-406
B.Tech,I,AI-10,Basic Electrical Engineering,Tuesday,12:55 PM,01:50 PM,CR-406
B.Tech,I,AI-10,Basic Electrical Engineering Lab,Thursday,11:05 AM,12:55 PM,CR-406
B.Tech,I,AI-10,Fundamental of Computers & Introduction to Programming,Thursday,10:10 AM,11:05 AM,CR-406
B.Tech,I,AI-10,Fundamental of Computers & Introduction to Programming,Thursday,03:05 PM,04:00 PM,CR-406
B.Tech,I,AI-10,Fundamental of Computers & Introduction to Programming,Friday,10:10 AM,11:05 AM,CR-406
B.Tech,I,AI-10,Fundamental of Computers & Introduction to Programming,Friday,03:05 PM,04:00 PM,CR-406
B.Tech,I,AI-10,Basic Electrical Engineering Lab,Saturday,11:05 AM,12:55 PM,CR-406
B.Tech,I,A2,Fundamental of Computers & Introduction to Programming,Monday,10:10 AM,11:05 AM,CR-412
B.Tech,I,A2,Engineering Mathematics-I,Monday,12:00 PM,12:55 PM,CR-412
B.Tech,I,A2,Basic Electrical Engineering Lab,Tuesday,11:05 AM,12:55 PM,CR-412
B.Tech,I,A2,Basic Electrical Engineering Lab,Wednesday,11:05 AM,12:55 PM,CR-412
B.Tech,I,A2,Fundamental of Computers & Introduction to Programming,Wednesday,08:00 AM,08:55 AM,CR-412
B.Tech,I,A2,Engineering Mathematics-I,Wednesday,12:55 PM,01:50 PM,CR-412
B.Tech,I,A2,Fundamental of Computers & Introduction to Programming,Thursday,10:10 AM,11:05 AM,CR-412
B.Tech,I,A2,Fundamental of Computers & Introduction to Programming,Thursday,11:05 AM,12:00 PM,CR-412
B.Tech,I,A2,Engineering Mathematics-I,Thursday,12:00 PM,12:55 PM,CR-412
B.Tech,I,A2,Engineering Mathematics-I,Thursday,04:55 PM,05:50 PM,CR-412
B.Tech,I,A2,Fundamental of Computers & Introduction to Programming,Friday,10:10 AM,11:05 AM,CR-412
B.Tech,I,A2,Computer Lab-I,Friday,12:55 PM,03:05 PM,LAB
B.Tech,I,B2,Basic Electrical Engineering Lab,Monday,12:00 PM,01:50 PM,CR-317
B.Tech,I,B2,Basic Electrical Engineering Lab,Monday,11:05 AM,12:55 PM,CR-317
B.Tech,I,B2,Computer Lab-I,Tuesday,04:00 PM,05:50 PM,LAB
B.Tech,I,B2,Engineering Mathematics-I,Tuesday,02:10 PM,03:05 PM,CR-317
B.Tech,I,B2,Fundamental of Computers & Introduction to Programming,Tuesday,03:05 PM,04:00 PM,CR-317
B.Tech,I,B2,Basic Electrical Engineering,Thursday,12:55 PM,01:50 PM,CR-317
B.Tech,I,B2,Computer Lab-I,Thursday,03:05 PM,04:55 PM,LAB
B.Tech,I,B2,Basic Electrical Engineering Lab,Friday,02:10 PM,04:00 PM,CR-317
B.Tech,I,B2,Fundamental of Computers & Introduction to Programming,Friday,11:05 AM,12:00 PM,CR-317
B.Tech,I,B2,Fundamental of Computers & Introduction to Programming,Friday,12:55 PM,01:50 PM,CR-317
B.Tech,I,B2,Basic Electrical Engineering,Saturday,03:05 PM,04:00 PM,CR-317
B.Tech,I,B2,Fundamental of Computers & Introduction to Programming,Saturday,04:55 PM,05:50 PM,CR-317
B.Tech,I,C2,Physics Lab,Monday,11:05 AM,12:55 PM,CR-317
B.Tech,I,C2,Engineering Physics,Monday,10:10 AM,11:05 AM,CR-317
B.Tech,I,C2,Basic Electrical Engineering Lab,Monday,11:05 AM,12:55 PM,CR-317
B.Tech,I,C2,Physics Lab,Tuesday,11:05 AM,12:55 PM,CR-317
B.Tech,I,C2,Professional Communication,Tuesday,08:00 AM,08:55 AM,CR-317
B.Tech,I,C2,Engineering Mathematics-I,Tuesday,10:10 AM,11:05 AM,CR-317
B.Tech,I,C2,Engineering Physics,Tuesday,12:55 PM,01:50 PM,CR-317
B.Tech,I,C2,Basic Electrical Engineering Lab,Tuesday,11:05 AM,12:55 PM,CR-317
B.Tech,I,C2,Engineering Mathematics-I,Wednesday,08:00 AM,08:55 AM,CR-317
B.Tech,I,C2,Basic Electrical Engineering,Wednesday,12:55 PM,01:50 PM,CR-317
B.Tech,I,C2,Engineering Mathematics-I,Thursday,08:00 AM,08:55 AM,CR-317
B.Tech,I,C2,Computer Lab-I,Thursday,11:05 AM,12:55 PM,LAB
B.Tech,I,C2,Engineering Physics,Thursday,10:10 AM,11:05 AM,CR-317
B.Tech,I,C2,Basic Electrical Engineering,Thursday,12:55 PM,01:50 PM,CR-317
B.Tech,I,C2,Engineering Mathematics-I,Friday,08:00 AM,08:55 AM,CR-317
B.Tech,I,C2,Professional Communication,Friday,10:10 AM,11:05 AM,CR-317
B.Tech,I,C2,Design Thinking Lab,Saturday,08:00 AM,09:50 AM,CR-317
B.Tech,I,C2,Design Thinking Lab,Saturday,08:55 AM,11:05 AM,CR-317
B.Tech,I,C2,Computer Lab-I,Saturday,11:05 AM,12:55 PM,CR-317
B.Tech,I,D2,Design Thinking Lab,Monday,12:00 PM,01:50 PM,CR-317
B.Tech,I,D2,Fundamental of Computers & Introduction to Programming,Monday,02:10 PM,03:05 PM,CR-317
B.Tech,I,D2,Basic Electrical Engineering,Monday,03:05 PM,04:00 PM,CR-317
B.Tech,I,D2,Computer Lab-I,Monday,04:00 PM,05:50 PM,LAB
B.Tech,I,D2,Fundamental of Computers & Introduction to Programming,Tuesday,12:55 PM,01:50 PM,CR-317
B.Tech,I,D2,Physics Lab,Wednesday,02:10 PM,04:00 PM,CR-317
B.Tech,I,D2,Engineering Mathematics-I,Wednesday,12:55 PM,01:50 PM,CR-317
B.Tech,I,D2,Engineering Physics,Wednesday,04:55 PM,05:50 PM,CR-317
B.Tech,I,D2,Engineering Mathematics-I,Thursday,12:55 PM,01:50 PM,CR-317
B.Tech,I,D2,Engineering Physics,Thursday,02:10 PM,03:05 PM,CR-416
B.Tech,I,D2,Physics Lab,Thursday,04:00 PM,05:50 PM,CR-317
B.Tech,I,D2,Basic Electrical Engineering Lab,Thursday,04:00 PM,05:50 PM,CR-317
B.Tech,I,D2,Computer Lab-I,Friday,04:00 PM,05:50 PM,LAB
B.Tech,I,D2,Fundamental of Computers & Introduction to Programming,Friday,02:10 PM,03:05 PM,CR-317
B.Tech,I,D2,Engineering Mathematics-I,Friday,03:05 PM,04:00 PM,CR-317
B.Tech,I,D2,Engineering Physics,Saturday,12:55 PM,01:50 PM,CR-317
B.Tech,I,D2,Engineering Mathematics-I,Saturday,02:10 PM,03:05 PM,CR-317
B.Tech,I,D2,Professional Communication,Saturday,03:05 PM,04:00 PM,CR-317
B.Tech,I,E2,Engineering Physics,Monday,08:00 AM,08:55 AM,CR-313
B.Tech,I,E2,Engineering Mathematics-I,Monday,12:00 PM,12:55 PM,CR-313
B.Tech,I,E2,Engineering Mathematics-I,Tuesday,03:05 PM,04:00 PM,CR-313
B.Tech,I,E2,Basic Electrical Engineering,Tuesday,04:55 PM,05:50 PM,CR-313
B.Tech,I,E2,Professional Communication,Wednesday,08:00 AM,08:55 AM,CR-313
B.Tech,I,E2,Engineering Physics,Wednesday,10:10 AM,11:05 AM,CR-313
B.Tech,I,E2,Engineering Mathematics-I,Wednesday,03:05 PM,04:00 PM,CR-313
B.Tech,I,E2,Engineering Mathematics-I,Thursday,08:00 AM,08:55 AM,CR-313
B.Tech,I,E2,Engineering Physics,Thursday,10:10 AM,11:05 AM,CR-313
B.Tech,I,E2,Physics Lab,Friday,11:05 AM,12:55 PM,CR-313
B.Tech,I,E2,Basic Electrical Engineering Lab,Friday,08:00 AM,09:50 AM,CR-313
B.Tech,I,E2,Basic Electrical Engineering Lab,Friday,11:05 AM,12:55 PM,CR-313
B.Tech,I,E2,Physics Lab,Saturday,11:05 AM,12:55 PM,CR-313
B.Tech,I,E2,Design Thinking Lab,Saturday,08:00 AM,09:50 AM,CR-313
B.Tech,I,F2,Physics Lab,Monday,03:05 PM,04:55 PM,CR-412
B.Tech,I,F2,Basic Electrical Engineering,Monday,12:00 PM,12:55 PM,CR-412
B.Tech,I,F2,Fundamental of Computers & Introduction to Programming,Monday,04:55 PM,05:50 PM,CR-412
B.Tech,I,F2,Basic Electrical Engineering Lab,Monday,03:05 PM,04:55 PM,CR-412
B.Tech,I,F2,Professional Communication,Tuesday,04:55 PM,05:50 PM,CR-412
B.Tech,I,F2,Fundamental of Computers & Introduction to Programming,Wednesday,12:55 PM,01:50 PM,CR-412
B.Tech,I,F2,Basic Electrical Engineering,Wednesday,03:05 PM,04:00 PM,CR-412
B.Tech,I,F2,Engineering Physics,Wednesday,04:00 PM,04:55 PM,CR-412
B.Tech,I,F2,Professional Communication,Thursday,12:00 PM,12:55 PM,CR-412
B.Tech,I,F2,Engineering Mathematics-I,Thursday,12:55 PM,01:50 PM,CR-412
B.Tech,I,F2,Computer Lab-I,Thursday,03:05 PM,04:55 PM,LAB 5
B.Tech,I,F2,Physics Lab,Friday,02:10 PM,04:00 PM,CR-412
B.Tech,I,F2,Fundamental of Computers & Introduction to Programming,Friday,12:00 PM,12:55 PM,CR-412
B.Tech,I,F2,Engineering Mathematics-I,Friday,12:55 PM,01:50 PM,CR-412
B.Tech,I,F2,Basic Electrical Engineering Lab,Friday,03:05 PM,04:55 PM,CR-412
B.Tech,I,F2,Engineering Physics,Saturday,12:00 PM,12:55 PM,CR-412
B.Tech,I,F2,Engineering Mathematics-I,Saturday,02:10 PM,03:05 PM,CR-412
B.Tech,I,F2,Design Thinking Lab,Saturday,03:05 PM,04:55 PM,CR-412
B.Tech,I,G2,Computer Lab-I,Monday,08:55 AM,11:05 AM,LAB 2
B.Tech,I,G2,Design Thinking Lab,Monday,11:05 AM,12:55 PM,CR-422
B.Tech,I,G2,Physics Lab,Monday,12:55 PM,03:05 PM,CR-412
B.Tech,I,G2,Healthy Living & Fitness,Monday,04:00 PM,04:55 PM,CR-412
B.Tech,I,G2,Basic Electrical Engineering Lab,Monday,12:55 PM,03:05 PM,CR-412
B.Tech,I,G2,Healthy Living & Fitness,Monday,04:55 PM,05:50 PM,CR-412
B.Tech,I,G2,Engineering Physics,Tuesday,08:00 AM,08:55 AM,CR-412
B.Tech,I,G2,Professional Communication,Tuesday,10:10 AM,11:05 AM,CR-412
B.Tech,I,G2,Basic Electrical Engineering Lab,Wednesday,08:55 AM,11:05 AM,CR-412
B.Tech,I,G2,Basic Electrical Engineering,Wednesday,11:05 AM,12:00 PM,CR-412
B.Tech,I,G2,Engineering Physics,Thursday,08:00 AM,08:55 AM,CR-412
B.Tech,I,G2,Engineering Mathematics-I,Thursday,10:10 AM,11:05 AM,CR-412
B.Tech,I,G2,Physics Lab,Thursday,11:05 AM,12:55 PM,CR-412
B.Tech,I,G2,Professional Communication,Friday,08:00 AM,08:55 AM,CR-412
B.Tech,I,G2,Engineering Mathematics-I,Friday,10:10 AM,11:05 AM,CR-412
B.Tech,I,G2,Computer Lab-I,Saturday,11:05 AM,12:55 PM,LAB 5
B.Tech,I,G2,Engineering Mathematics-I,Saturday,08:00 AM,08:55 AM,CR-412
B.Tech,I,G2,Engineering Physics,Saturday,10:10 AM,11:05 AM,CR-412
B.Tech,I,H2,Engineering Physics,Monday,02:10 PM,03:05 PM,CR-313
B.Tech,I,H2,Design Thinking Lab,Monday,03:05 PM,04:55 PM,CR-313
B.Tech,I,H2,Design Thinking Lab,Monday,04:00 PM,05:50 PM,CR-313
B.Tech,I,H2,Basic Electrical Engineering Lab,Tuesday,12:55 PM,03:05 PM,CR-313
B.Tech,I,H2,Basic Electrical Engineering,Tuesday,04:00 PM,04:55 PM,CR-416
B.Tech,I,H2,Fundamental of Computers & Introduction to Programming,Tuesday,04:55 PM,05:50 PM,CR-416
