course,semester,section,subject,day,start_time,end_time,room_number
B.Tech CSE,V,D2,Computer System Security,Monday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,D2,Machine learning,Monday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,D2,System Design,Monday,02:10 PM,03:05 PM,224 (LT)
B.Tech CSE,V,D2,Operating Systems,Monday,03:05 PM,04:00 PM,114 (CR)
B.Tech CSE,V,D2,Career Skill- III,Tuesday,08:55 AM,09:50 AM,017 (CR)
B.Tech CSE,V,D2,Database Management Systems Lab,Tuesday,10:10 AM,12:00 PM,121 (LAB)
B.Tech CSE,V,D2,Computer Networks- I,Tuesday,12:55 PM,01:50 PM,113 (CR)
B.Tech CSE,V,D2,Database Management Systems,Tuesday,03:05 PM,04:00 PM,124 (LT)
B.Tech CSE,V,D2,System Design,Tuesday,04:00 PM,04:55 PM,117 (CR)
B.Tech CSE,V,D2,Career Excellence Classes,Tuesday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,D2,Career Skill- III,Wednesday,08:55 AM,09:50 AM,113 (CR)
B.Tech CSE,V,D2,Computer Networks- I,Wednesday,10:10 AM,11:05 AM,115 (CR)
B.Tech CSE,V,D2,Operating Systems,Wednesday,11:05 AM,12:00 PM,115 (CR)
B.Tech CSE,V,D2,Foundation of Quantum Computing,Wednesday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,D2,Security Audit and Compliance- I,Wednesday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,D2,Computer System Security,Wednesday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,D2,Machine learning,Wednesday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,D2,Operating Systems Lab,Wednesday,02:10 PM,04:00 PM,302-A (LAB)
B.Tech CSE,V,D2,System Design,Thursday,08:00 AM,08:55 AM,224 (LT)
B.Tech CSE,V,D2,Database Management Systems Lab,Thursday,10:10 AM,12:00 PM,302-A (LAB)
B.Tech CSE,V,D2,Database Management Systems,Thursday,12:00 PM,12:55 PM,117 (CR)
B.Tech CSE,V,D2,Computer Networks- I,Thursday,02:10 PM,03:05 PM,113 (CR)
B.Tech CSE,V,D2,Operating Systems,Thursday,03:05 PM,04:00 PM,114 (CR)
B.Tech CSE,V,D2,Foundation of Quantum Computing,Friday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,D2,Security Audit and Compliance- I,Friday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,D2,Computer System Security,Friday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,D2,Machine learning,Friday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,D2,Operating Systems Lab,Friday,02:10 PM,04:00 PM,002-A (LAB)
B.Tech CSE,V,D2,Career Excellence Classes,Friday,04:00 PM,04:55 PM,529 (Audi)
B.Tech CSE,V,E1,Foundation of Quantum Computing,Monday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,E1,Security Audit and Compliance- I,Monday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,E1,Computer System Security,Monday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,E1,Machine learning,Monday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,E1,Operating Systems Lab,Monday,02:10 PM,04:00 PM,209 (LAB)
B.Tech CSE,V,E1,Database Management Systems,Tuesday,08:00 AM,08:55 AM,116 (CR)
B.Tech CSE,V,E1,System Design,Tuesday,08:55 AM,09:50 AM,124 (LT)
B.Tech CSE,V,E1,Computer Networks- I Lab,Tuesday,10:10 AM,12:00 PM,102-A (LAB)
B.Tech CSE,V,E1,Career Skill- III,Tuesday,12:00 PM,12:55 PM,123 (CR)
B.Tech CSE,V,E1,Operating Systems,Tuesday,02:10 PM,03:05 PM,114 (CR)
B.Tech CSE,V,E1,Computer Networks- I,Tuesday,03:05 PM,04:00 PM,106 (LT)
B.Tech CSE,V,E1,Career Excellence Classes,Tuesday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,E1,System Design,Wednesday,08:00 AM,08:55 AM,224 (LT)
B.Tech CSE,V,E1,Database Management Systems Lab,Wednesday,10:10 AM,12:00 PM,002-B (LAB)
B.Tech CSE,V,E1,Foundation of Quantum Computing,Wednesday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,E1,Security Audit and Compliance- I,Wednesday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,E1,Computer System Security,Wednesday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,E1,Machine learning,Wednesday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,E1,Career Skill- III,Wednesday,02:10 PM,03:05 PM,224 (LT)
B.Tech CSE,V,E1,Operating Systems,Wednesday,03:05 PM,04:00 PM,115 (CR)
B.Tech CSE,V,E1,Database Management Systems,Thursday,08:55 AM,09:50 AM,114 (CR)
B.Tech CSE,V,E1,Computer Networks- I,Thursday,10:10 AM,11:05 AM,124 (LT)
B.Tech CSE,V,E1,System Design,Thursday,11:05 AM,12:00 PM,224 (LT)
B.Tech CSE,V,E1,Operating Systems Lab,Thursday,12:00 PM,01:50 PM,302-A (LAB)
B.Tech CSE,V,E1,Operating Systems,Thursday,03:05 PM,04:00 PM,115 (CR)
B.Tech CSE,V,E1,Database Management Systems,Friday,08:55 AM,09:50 AM,114 (CR)
B.Tech CSE,V,E1,Database Management Systems Lab,Friday,10:10 AM,12:00 PM,002-B (LAB)
B.Tech CSE,V,E1,Foundation of Quantum Computing,Friday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,E1,Security Audit and Compliance- I,Friday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,E1,Computer System Security,Friday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,E1,Machine learning,Friday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,E1,Computer Networks- I,Friday,02:10 PM,03:05 PM,124 (LT)
B.Tech CSE,V,E1,Career Excellence Classes,Friday,04:00 PM,04:55 PM,529 (Audi)
B.Tech CSE,V,E2,Database Management Systems,Monday,10:10 AM,11:05 AM,116 (CR)
B.Tech CSE,V,E2,Career Skill- III,Monday,11:05 AM,12:00 PM,114 (CR)
B.Tech CSE,V,E2,Foundation of Quantum Computing,Monday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,E2,Security Audit and Compliance- I,Monday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,E2,Computer System Security,Monday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,E2,Machine learning,Monday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,E2,Database Management Systems Lab,Monday,02:10 PM,04:00 PM,302-A (LAB)
B.Tech CSE,V,E2,Operating Systems,Tuesday,08:00 AM,08:55 AM,115 (CR)
B.Tech CSE,V,E2,System Design,Tuesday,08:55 AM,09:50 AM,124 (LT)
B.Tech CSE,V,E2,Operating Systems Lab,Tuesday,10:10 AM,12:00 PM,002-B (LAB)
B.Tech CSE,V,E2,Database Management Systems Lab,Tuesday,12:00 PM,01:50 PM,002-B (LAB)
B.Tech CSE,V,E2,Computer Networks- I,Tuesday,03:05 PM,04:00 PM,106 (LT)
B.Tech CSE,V,E2,Career Excellence Classes,Tuesday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,E2,System Design,Wednesday,08:00 AM,08:55 AM,224 (LT)
B.Tech CSE,V,E2,Career Skill- III,Wednesday,08:55 AM,09:50 AM,114 (CR)
B.Tech CSE,V,E2,Computer Networks- I Lab,Wednesday,10:10 AM,12:00 PM,102-B (LAB)
B.Tech CSE,V,E2,Foundation of Quantum Computing,Wednesday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,E2,Security Audit and Compliance- I,Wednesday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,E2,Computer System Security,Wednesday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,E2,Machine learning,Wednesday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,E2,Operating Systems,Wednesday,02:10 PM,03:05 PM,115 (CR)
B.Tech CSE,V,E2,Database Management Systems,Wednesday,03:05 PM,04:00 PM,113 (CR)
B.Tech CSE,V,E2,Operating Systems Lab,Thursday,08:00 AM,09:50 AM,209 (LAB)
B.Tech CSE,V,E2,Computer Networks- I,Thursday,10:10 AM,11:05 AM,124 (LT)
B.Tech CSE,V,E2,System Design,Thursday,11:05 AM,12:00 PM,224 (LT)
B.Tech CSE,V,E2,Database Management Systems,Thursday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,E2,Foundation of Quantum Computing,Friday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,E2,Security Audit and Compliance- I,Friday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,E2,Computer System Security,Friday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,E2,Machine learning,Friday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,E2,Computer Networks- I,Friday,02:10 PM,03:05 PM,124 (LT)
B.Tech CSE,V,E2,Operating Systems,Friday,03:05 PM,04:00 PM,114 (CR)
B.Tech CSE,V,E2,Career Excellence Classes,Friday,04:00 PM,04:55 PM,529 (Audi)
B.Tech CSE,V,F1,System Design,Monday,08:00 AM,08:55 AM,206 (LT)
B.Tech CSE,V,F1,Computer Networks- I,Monday,08:55 AM,09:50 AM,017 (CR)
B.Tech CSE,V,F1,Database Management Systems Lab,Monday,10:10 AM,12:00 PM,102-A (LAB)
B.Tech CSE,V,F1,Foundation of Quantum Computing,Monday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,F1,Security Audit and Compliance- I,Monday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,F1,Computer System Security,Monday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,F1,Machine learning,Monday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,F1,Operating Systems Lab,Monday,02:10 PM,04:00 PM,302-B (LAB)
B.Tech CSE,V,F1,Operating Systems Lab,Tuesday,10:10 AM,12:00 PM,302-B (LAB)
B.Tech CSE,V,F1,Database Management Systems,Tuesday,12:00 PM,12:55 PM,106 (LT)
B.Tech CSE,V,F1,Database Management Systems Lab,Tuesday,02:10 PM,04:00 PM,121 (LAB)
B.Tech CSE,V,F1,Career Excellence Classes,Tuesday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,F1,Computer Networks- I,Wednesday,08:55 AM,09:50 AM,116 (CR)
B.Tech CSE,V,F1,Computer Networks- I Lab,Wednesday,10:10 AM,12:00 PM,102-A (LAB)
B.Tech CSE,V,F1,Foundation of Quantum Computing,Wednesday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,F1,Security Audit and Compliance- I,Wednesday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,F1,Computer System Security,Wednesday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,F1,Machine learning,Wednesday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,F1,Career Skill- III,Wednesday,02:10 PM,03:05 PM,224 (LT)
B.Tech CSE,V,F1,Operating Systems,Wednesday,03:05 PM,04:00 PM,124 (LT)
B.Tech CSE,V,F1,System Design,Thursday,08:55 AM,09:50 AM,206 (LT)
B.Tech CSE,V,F1,Database Management Systems,Thursday,10:10 AM,11:05 AM,206 (LT)
B.Tech CSE,V,F1,Career Skill- III,Thursday,11:05 AM,12:00 PM,017 (CR)
B.Tech CSE,V,F1,Operating Systems,Thursday,12:00 PM,12:55 PM,206 (LT)
B.Tech CSE,V,F1,Computer Networks- I,Friday,08:55 AM,09:50 AM,116 (CR)
B.Tech CSE,V,F1,Operating Systems,Friday,10:10 AM,11:05 AM,124 (LT)
B.Tech CSE,V,F1,Foundation of Quantum Computing,Friday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,F1,Security Audit and Compliance- I,Friday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,F1,Computer System Security,Friday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,F1,Machine learning,Friday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,F1,Database Management Systems,Friday,02:10 PM,03:05 PM,117 (CR)
B.Tech CSE,V,F1,System Design,Friday,03:05 PM,04:00 PM,224 (LT)
B.Tech CSE,V,F1,Career Excellence Classes,Friday,04:00 PM,04:55 PM,529 (Audi)
B.Tech CSE,V,F2,System Design,Monday,08:00 AM,08:55 AM,206 (LT)
B.Tech CSE,V,F2,Database Management Systems,Monday,08:55 AM,09:50 AM,113 (CR)
B.Tech CSE,V,F2,Operating Systems Lab,Monday,10:10 AM,12:00 PM,302-B (LAB)
B.Tech CSE,V,F2,Foundation of Quantum Computing,Monday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,F2,Security Audit and Compliance- I,Monday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,F2,Computer System Security,Monday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,F2,Machine learning,Monday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,F2,Career Skill- III,Monday,02:10 PM,03:05 PM,113 (CR)
B.Tech CSE,V,F2,Computer Networks- I Lab,Tuesday,12:00 PM,01:50 PM,102-A (LAB)
B.Tech CSE,V,F2,Career Skill- III,Tuesday,02:10 PM,03:05 PM,113 (CR)
B.Tech CSE,V,F2,Database Management Systems,Tuesday,04:00 PM,04:55 PM,115 (CR)
B.Tech CSE,V,F2,Career Excellence Classes,Tuesday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,F2,Foundation of Quantum Computing,Wednesday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,F2,Security Audit and Compliance- I,Wednesday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,F2,Computer System Security,Wednesday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,F2,Machine learning,Wednesday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,F2,Computer Networks- I,Wednesday,02:10 PM,03:05 PM,116 (CR)
B.Tech CSE,V,F2,Operating Systems,Wednesday,03:05 PM,04:00 PM,124 (LT)
B.Tech CSE,V,F2,Database Management Systems Lab,Wednesday,04:00 PM,05:50 PM,002-B (LAB)
B.Tech CSE,V,F2,Computer Networks- I,Thursday,08:00 AM,08:55 AM,116 (CR)
B.Tech CSE,V,F2,System Design,Thursday,08:55 AM,09:50 AM,206 (LT)
B.Tech CSE,V,F2,Operating Systems Lab,Thursday,10:10 AM,12:00 PM,302-B (LAB)
B.Tech CSE,V,F2,Operating Systems,Thursday,12:00 PM,12:55 PM,206 (LT)
B.Tech CSE,V,F2,Database Management Systems Lab,Friday,08:00 AM,09:50 AM,002-A (LAB)
B.Tech CSE,V,F2,Operating Systems,Friday,10:10 AM,11:05 AM,124 (LT)
B.Tech CSE,V,F2,Computer Networks- I,Friday,11:05 AM,12:00 PM,113 (CR)
B.Tech CSE,V,F2,Foundation of Quantum Computing,Friday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,F2,Security Audit and Compliance- I,Friday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,F2,Computer System Security,Friday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,F2,Machine learning,Friday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,F2,Database Management Systems,Friday,02:10 PM,03:05 PM,017 (CR)
B.Tech CSE,V,F2,System Design,Friday,03:05 PM,04:00 PM,224 (LT)
B.Tech CSE,V,F2,Career Excellence Classes,Friday,04:00 PM,04:55 PM,529 (Audi)
B.Tech CSE,V,G1,Database Management Systems,Monday,08:00 AM,08:55 AM,224 (LT)
B.Tech CSE,V,G1,System Design,Monday,08:55 AM,09:50 AM,106 (LT)
B.Tech CSE,V,G1,Operating Systems Lab,Monday,10:10 AM,12:00 PM,002-B (LAB)
B.Tech CSE,V,G1,Foundation of Quantum Computing,Monday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,G1,Security Audit and Compliance- I,Monday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,G1,Computer System Security,Monday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,G1,Machine learning,Monday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,G1,Database Management Systems Lab,Monday,02:10 PM,04:00 PM,102-A (LAB)
B.Tech CSE,V,G1,Career Skill- III,Tuesday,10:10 AM,11:05 AM,017 (CR)
B.Tech CSE,V,G1,Operating Systems,Tuesday,11:05 AM,12:00 PM,115 (CR)
B.Tech CSE,V,G1,System Design,Tuesday,12:00 PM,12:55 PM,124 (LT)
B.Tech CSE,V,G1,Operating Systems Lab,Tuesday,02:10 PM,04:00 PM,302-B (LAB)
B.Tech CSE,V,G1,Database Management Systems,Wednesday,10:10 AM,11:05 AM,224 (LT)
B.Tech CSE,V,G1,Career Skill- III,Wednesday,11:05 AM,12:00 PM,113 (CR)
B.Tech CSE,V,G1,Foundation of Quantum Computing,Wednesday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,G1,Security Audit and Compliance- I,Wednesday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,G1,Computer System Security,Wednesday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,G1,Machine learning,Wednesday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,G1,Computer Networks- I Lab,Wednesday,02:10 PM,04:00 PM,102-B (LAB)
B.Tech CSE,V,G1,Computer Networks- I,Wednesday,04:00 PM,04:55 PM,113 (CR)
B.Tech CSE,V,G1,Career Excellence Classes,Wednesday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,G1,Operating Systems,Thursday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,G1,Computer Networks- I,Thursday,12:55 PM,01:50 PM,114 (CR)
B.Tech CSE,V,G1,System Design,Thursday,03:05 PM,04:00 PM,106 (LT)
B.Tech CSE,V,G1,Database Management Systems Lab,Thursday,04:00 PM,05:50 PM,102-B (LAB)
B.Tech CSE,V,G1,Database Management Systems,Friday,10:10 AM,11:05 AM,106 (LT)
B.Tech CSE,V,G1,Operating Systems,Friday,11:05 AM,12:00 PM,115 (CR)
B.Tech CSE,V,G1,Foundation of Quantum Computing,Friday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,G1,Security Audit and Compliance- I,Friday,12:00 PM,12:55 PM,115 (CR)
B.Tech CSE,V,G1,Computer System Security,Friday,12:55 PM,01:50 PM,124 (LT)
B.Tech CSE,V,G1,Machine learning,Friday,12:55 PM,01:50 PM,206 (LT)
B.Tech CSE,V,G1,Computer Networks- I,Friday,04:00 PM,04:55 PM,017 (CR)
B.Tech CSE,V,G1,Career Excellence Classes,Friday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,CS1,Database Management Systems,Monday,08:00 AM,08:55 AM,224 (LT)
B.Tech CSE,V,CS1,System Design,Monday,08:55 AM,09:50 AM,106 (LT)
B.Tech CSE,V,CS1,Computer System Security,Monday,10:10 AM,11:05 AM,114 (CR)
B.Tech CSE,V,CS1,Computer Networks Lab,Monday,12:00 PM,01:50 PM,102-A (LAB)
B.Tech CSE,V,CS1,Computer Networks,Monday,03:05 PM,04:00 PM,123 (CR)
B.Tech CSE,V,CS1,Computer System Security Lab,Tuesday,08:00 AM,09:50 AM,302-A (LAB)
B.Tech CSE,V,CS1,Computer Networks,Tuesday,10:10 AM,11:05 AM,113 (CR)
B.Tech CSE,V,CS1,Operating Systems,Tuesday,11:05 AM,12:00 PM,114 (CR)
B.Tech CSE,V,CS1,System Design,Tuesday,12:00 PM,12:55 PM,124 (LT)
B.Tech CSE,V,CS1,Database Management Systems,Wednesday,10:10 AM,11:05 AM,224 (LT)
B.Tech CSE,V,CS1,Computer Networks,Wednesday,12:00 PM,12:55 PM,123 (CR)
B.Tech CSE,V,CS1,Career Skill- III,Wednesday,12:55 PM,01:50 PM,113 (CR)
B.Tech CSE,V,CS1,Operating Systems Lab,Wednesday,02:10 PM,04:00 PM,002-A (LAB)
B.Tech CSE,V,CS1,Career Skill- III,Wednesday,04:00 PM,04:55 PM,017 (CR)
B.Tech CSE,V,CS1,Career Excellence Classes,Wednesday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,CS1,Computer System Security Lab,Thursday,08:00 AM,09:50 AM,302-A (LAB)
B.Tech CSE,V,CS1,Computer System Security,Thursday,10:10 AM,11:05 AM,114 (CR)
B.Tech CSE,V,CS1,Operating Systems,Thursday,11:05 AM,12:00 PM,115 (CR)
B.Tech CSE,V,CS1,Database Management Systems Lab,Thursday,12:00 PM,01:50 PM,102-A (LAB)
B.Tech CSE,V,CS1,System Design,Thursday,03:05 PM,04:00 PM,106 (LT)
B.Tech CSE,V,CS1,Database Management Systems,Friday,10:10 AM,11:05 AM,106 (LT)
B.Tech CSE,V,CS1,Operating Systems,Friday,12:55 PM,01:50 PM,115 (CR)
B.Tech CSE,V,CS1,Database Management Systems Lab,Friday,02:10 PM,04:00 PM,102-B (LAB)
B.Tech CSE,V,CS1,Computer System Security,Friday,04:00 PM,04:55 PM,113 (CR)
B.Tech CSE,V,CS1,Career Excellence Classes,Friday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,ML1,Natural Language Processing and Computer Vision Lab,Monday,08:00 AM,09:50 AM,121 (LAB)
B.Tech CSE,V,ML1,Computer Networks Lab,Monday,10:10 AM,12:00 PM,102-B (LAB)
B.Tech CSE,V,ML1,Operating Systems,Monday,12:00 PM,12:55 PM,224 (LT)
B.Tech CSE,V,ML1,System Design,Monday,12:55 PM,01:50 PM,106 (LT)
B.Tech CSE,V,ML1,Natural Language Processing and Computer Vision,Monday,03:05 PM,04:00 PM,224 (LT)
B.Tech CSE,V,ML1,Operating Systems Lab,Tuesday,08:00 AM,09:50 AM,009 (LAB)
B.Tech CSE,V,ML1,System Design,Tuesday,10:10 AM,11:05 AM,124 (LT)
B.Tech CSE,V,ML1,Computer Networks,Tuesday,11:05 AM,12:00 PM,224 (LT)
B.Tech CSE,V,ML1,Career Skill- III,Tuesday,12:00 PM,12:55 PM,114 (CR)
B.Tech CSE,V,ML1,Database Management Systems,Tuesday,03:05 PM,04:00 PM,117 (CR)
B.Tech CSE,V,ML1,System Design,Wednesday,12:00 PM,12:55 PM,224 (LT)
B.Tech CSE,V,ML1,Database Management Systems,Wednesday,02:10 PM,03:05 PM,124 (LT)
B.Tech CSE,V,ML1,Natural Language Processing and Computer Vision,Wednesday,03:05 PM,04:00 PM,224 (LT)
B.Tech CSE,V,ML1,Operating Systems,Wednesday,04:00 PM,04:55 PM,117 (CR)
B.Tech CSE,V,ML1,Career Excellence Classes,Wednesday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,ML1,Computer Networks,Thursday,08:00 AM,08:55 AM,124 (LT)
B.Tech CSE,V,ML1,Operating Systems,Thursday,08:55 AM,09:50 AM,117 (CR)
B.Tech CSE,V,ML1,Database Management Systems Lab,Thursday,10:10 AM,12:00 PM,102-B (LAB)
B.Tech CSE,V,ML1,Natural Language Processing and Computer Vision,Thursday,12:55 PM,01:50 PM,117 (CR)
B.Tech CSE,V,ML1,Database Management Systems,Thursday,02:10 PM,03:05 PM,124 (LT)
B.Tech CSE,V,ML1,Career Skill- III,Thursday,03:05 PM,04:00 PM,123 (CR)
B.Tech CSE,V,ML1,Natural Language Processing and Computer Vision Lab,Friday,08:00 AM,09:50 AM,102-B (LAB)
B.Tech CSE,V,ML1,Database Management Systems Lab,Friday,12:00 PM,01:50 PM,121 (LAB)
B.Tech CSE,V,ML1,Computer Networks,Friday,03:05 PM,04:00 PM,106 (LT)
B.Tech CSE,V,ML1,Career Excellence Classes,Friday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,ML2,Operating Systems,Monday,12:00 PM,12:55 PM,224 (LT)
B.Tech CSE,V,ML2,System Design,Monday,12:55 PM,01:50 PM,106 (LT)
B.Tech CSE,V,ML2,Natural Language Processing and Computer Vision,Monday,03:05 PM,04:00 PM,224 (LT)
B.Tech CSE,V,ML2,Natural Language Processing and Computer Vision Lab,Tuesday,08:00 AM,09:50 AM,302-B (LAB)
B.Tech CSE,V,ML2,System Design,Tuesday,10:10 AM,11:05 AM,124 (LT)
B.Tech CSE,V,ML2,Computer Networks,Tuesday,11:05 AM,12:00 PM,224 (LT)
B.Tech CSE,V,ML2,Database Management Systems Lab,Tuesday,12:00 PM,01:50 PM,002-A (LAB)
B.Tech CSE,V,ML2,Database Management Systems,Tuesday,03:05 PM,04:00 PM,117 (CR)
B.Tech CSE,V,ML2,PCS 511,Wednesday,10:10 AM,12:00 PM,302-A (LAB)
B.Tech CSE,V,ML2,System Design,Wednesday,12:00 PM,12:55 PM,224 (LT)
B.Tech CSE,V,ML2,Database Management Systems,Wednesday,02:10 PM,03:05 PM,124 (LT)
B.Tech CSE,V,ML2,Natural Language Processing and Computer Vision,Wednesday,03:05 PM,04:00 PM,224 (LT)
B.Tech CSE,V,ML2,Operating Systems,Wednesday,04:00 PM,04:55 PM,117 (CR)
B.Tech CSE,V,ML2,Career Excellence Classes,Wednesday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,ML2,Computer Networks,Thursday,08:00 AM,08:55 AM,124 (LT)
B.Tech CSE,V,ML2,Operating Systems,Thursday,08:55 AM,09:50 AM,117 (CR)
B.Tech CSE,V,ML2,Database Management Systems Lab,Thursday,10:10 AM,12:00 PM,209 (LAB)
B.Tech CSE,V,ML2,Natural Language Processing and Computer Vision,Thursday,12:55 PM,01:50 PM,117 (CR)
B.Tech CSE,V,ML2,Database Management Systems,Thursday,02:10 PM,03:05 PM,124 (LT)
B.Tech CSE,V,ML2,Career Skill- III,Friday,08:00 AM,08:55 AM,113 (CR)
B.Tech CSE,V,ML2,Career Skill- III,Friday,08:55 AM,09:50 AM,017 (CR)
B.Tech CSE,V,ML2,Natural Language Processing and Computer Vision Lab,Friday,10:10 AM,12:00 PM,302-B (LAB)
B.Tech CSE,V,ML2,Operating Systems Lab,Friday,12:00 PM,01:50 PM,009 (LAB)
B.Tech CSE,V,ML2,Computer Networks,Friday,03:05 PM,04:00 PM,106 (LT)
B.Tech CSE,V,ML2,Career Excellence Classes,Friday,04:55 PM,05:50 PM,529 (Audi)
B.Tech CSE,V,ML3,Operating Systems Lab,Monday,08:00 AM,09:50 AM,002-A (LAB)
B.Tech CSE,V,ML3,Database Management Systems,Monday,10:10 AM,11:05 AM,115 (CR)
B.Tech CSE,V,ML3,Operating Systems,Monday,11:05 AM,12:00 PM,206 (LT)
B.Tech CSE,V,ML3,System Design,Monday,12:55 PM,01:50 PM,106 (LT)
B.Tech CSE,V,ML3,Computer Networks,Monday,02:10 PM,03:05 PM,115 (CR)
B.Tech CSE,V,ML3,Career Skill- III,Monday,03:05 PM,04:00 PM,017 (CR)
B.Tech CSE,V,ML3,Computer Networks,Tuesday,08:00 AM,08:55 AM,114 (CR)
B.Tech CSE,V,ML3,Database Management Systems,Tuesday,08:55 AM,09:50 AM,113 (CR)
B.Tech CSE,V,ML3,System Design,Tuesday,10:10 AM,11:05 AM,124 (LT)
B.Tech CSE,V,ML3,Natural Language Processing and Computer Vision,Tuesday,11:05 AM,12:00 PM,123 (CR)
B.Tech CSE,V,ML3,Career Skill- III,Tuesday,12:55 PM,01:50 PM,117 (CR)
B.Tech CSE,V,ML3,Database Management Systems Lab,Tuesday,02:10 PM,04:00 PM,209 (LAB)
B.Tech CSE,V,ML3,System Design,Wednesday,12:00 PM,12:55 PM,224 (LT)
